Entity,Code,Year,crude_death_rate_per_100k_male
Netherlands,NLD,1988,103.71
Netherlands,NLD,1989,99.74
Netherlands,NLD,1990,94.88
Netherlands,NLD,1991,95.95
Netherlands,NLD,1992,94.53
Netherlands,NLD,1993,93.52
Netherlands,NLD,1994,91.16
Netherlands,NLD,1995,90.52
Netherlands,NLD,1996,88.16
Netherlands,NLD,1997,87.19
Netherlands,NLD,1998,85.82
Netherlands,NLD,1999,84.26
Netherlands,NLD,2000,79.93
Netherlands,NLD,2001,80.63
Netherlands,NLD,2002,79.91
Netherlands,NLD,2003,76.66
Netherlands,NLD,2004,80.29
Netherlands,NLD,2005,78.78
Netherlands,NLD,2006,77.37
Netherlands,NLD,2007,78.87
Netherlands,NLD,2008,78.52
Netherlands,NLD,2009,78.57
Netherlands,NLD,2010,79.48
Netherlands,NLD,2011,79.7
Netherlands,NLD,2012,76.24
Netherlands,NLD,2013,74.69
Netherlands,NLD,2014,73.97
Netherlands,NLD,2015,73.15
Netherlands,NLD,2016,74.59
Netherlands,NLD,2017,72.21
Netherlands,NLD,2018,69.33
Netherlands,NLD,2019,67.41
Netherlands,NLD,2020,65.12
New Zealand,NZL,1950,18.33
New Zealand,NZL,1951,21.47
New Zealand,NZL,1952,24.12
New Zealand,NZL,1953,23.59
New Zealand,NZL,1954,25.06
New Zealand,NZL,1955,27.88
New Zealand,NZL,1956,28.61
New Zealand,NZL,1957,31.8
New Zealand,NZL,1958,29.83
New Zealand,NZL,1959,31.09
New Zealand,NZL,1960,28.79
New Zealand,NZL,1961,32.61
New Zealand,NZL,1962,35.08
New Zealand,NZL,1963,36.47
New Zealand,NZL,1964,36.62
New Zealand,NZL,1965,36.77
New Zealand,NZL,1966,40.56
New Zealand,NZL,1967,37.2
New Zealand,NZL,1968,45.47
New Zealand,NZL,1969,46.44
New Zealand,NZL,1970,48.26
New Zealand,NZL,1971,47.51
New Zealand,NZL,1972,42.97
New Zealand,NZL,1973,46.84
New Zealand,NZL,1974,50.03
New Zealand,NZL,1975,51.08
New Zealand,NZL,1976,53.86
New Zealand,NZL,1977,53.3
New Zealand,NZL,1978,51.89
New Zealand,NZL,1979,55.09
New Zealand,NZL,1980,55.55
New Zealand,NZL,1981,56.63
New Zealand,NZL,1982,53.37
New Zealand,NZL,1983,59.14
New Zealand,NZL,1984,60.25
New Zealand,NZL,1985,53.21
New Zealand,NZL,1986,58.48
New Zealand,NZL,1987,58.14
New Zealand,NZL,1988,54.44
New Zealand,NZL,1989,54.59
New Zealand,NZL,1990,54.53
New Zealand,NZL,1991,50.67
New Zealand,NZL,1992,54.63
New Zealand,NZL,1993,50.89
New Zealand,NZL,1994,51.75
New Zealand,NZL,1995,49.5
New Zealand,NZL,1996,49.21
New Zealand,NZL,1997,47.57
New Zealand,NZL,1998,45.75
New Zealand,NZL,1999,46.37
New Zealand,NZL,2000,45.43
New Zealand,NZL,2001,44.19
New Zealand,NZL,2002,44.78
New Zealand,NZL,2003,43.02
New Zealand,NZL,2004,46.37
New Zealand,NZL,2005,42.66
New Zealand,NZL,2006,39.4
New Zealand,NZL,2007,41.73
New Zealand,NZL,2008,42.5
New Zealand,NZL,2009,41.42
New Zealand,NZL,2010,41.64
New Zealand,NZL,2011,42
New Zealand,NZL,2012,40.88
New Zealand,NZL,2013,39.78
New Zealand,NZL,2014,39.59
New Zealand,NZL,2015,42.22
New Zealand,NZL,2016,40.67
Nicaragua,NIC,2005,2.94
Nicaragua,NIC,2006,3.01
Nicaragua,NIC,2007,3.52
Nicaragua,NIC,2008,3.37
Nicaragua,NIC,2009,3.14
Nicaragua,NIC,2010,3.56
Nicaragua,NIC,2011,3.89
Nicaragua,NIC,2012,4.04
Nicaragua,NIC,2013,3.52
Nicaragua,NIC,2014,3.2
Nicaragua,NIC,2015,3.59
Nicaragua,NIC,2016,3.28
Nicaragua,NIC,2017,3.18
Nicaragua,NIC,2018,3.2
Nicaragua,NIC,2019,3.16
North Macedonia,MKD,1991,32.64
North Macedonia,MKD,1992,37.18
North Macedonia,MKD,1993,40.69
North Macedonia,MKD,1994,45.37
North Macedonia,MKD,1995,40.13
North Macedonia,MKD,1996,46.13
North Macedonia,MKD,1997,47.12
North Macedonia,MKD,1998,49.46
North Macedonia,MKD,1999,46.46
North Macedonia,MKD,2000,48.82
North Macedonia,MKD,2001,49.81
North Macedonia,MKD,2002,51.95
North Macedonia,MKD,2003,54.56
North Macedonia,MKD,2004,54.61
North Macedonia,MKD,2005,57.55
North Macedonia,MKD,2006,60.31
North Macedonia,MKD,2007,61.88
North Macedonia,MKD,2008,61.21
North Macedonia,MKD,2009,64.51
North Macedonia,MKD,2010,64.77
North Macedonia,MKD,2011,61.86
North Macedonia,MKD,2012,63.34
North Macedonia,MKD,2013,66.64
North Macedonia,MKD,2015,64.8
North Macedonia,MKD,2016,67.82
North Macedonia,MKD,2017,58.52
North Macedonia,MKD,2018,67.32
North Macedonia,MKD,2019,65.98
North Macedonia,MKD,2020,67.57
Norway,NOR,1951,8.32
Norway,NOR,1952,9.2
Norway,NOR,1953,8.39
Norway,NOR,1954,10.74
Norway,NOR,1955,9.85
Norway,NOR,1956,11.55
Norway,NOR,1957,11.38
Norway,NOR,1958,13.33
Norway,NOR,1959,14.91
Norway,NOR,1960,16.63
Norway,NOR,1961,16.57
Norway,NOR,1962,16.44
Norway,NOR,1963,18.72
Norway,NOR,1964,19.34
Norway,NOR,1965,19.89
Norway,NOR,1966,20.27
Norway,NOR,1967,22.81
Norway,NOR,1968,26.09
Norway,NOR,1969,26.15
Norway,NOR,1970,27.95
Norway,NOR,1971,28.44
Norway,NOR,1972,28.38
Norway,NOR,1973,29.98
Norway,NOR,1974,29.19
Norway,NOR,1975,34.31
Norway,NOR,1976,35.17
Norway,NOR,1977,37.33
Norway,NOR,1978,38.4
Norway,NOR,1979,38.19
Norway,NOR,1980,38.38
Norway,NOR,1981,46.59
Norway,NOR,1982,45.16
Norway,NOR,1983,44
Norway,NOR,1984,46.24
Norway,NOR,1985,48.07
Norway,NOR,1986,50.1
Norway,NOR,1987,50
Norway,NOR,1988,50.38
Norway,NOR,1989,48.21
Norway,NOR,1990,49.07
Norway,NOR,1991,51.49
Norway,NOR,1992,50.71
Norway,NOR,1993,52.19
Norway,NOR,1994,51.44
Norway,NOR,1995,51.13
Norway,NOR,1996,51.24
Norway,NOR,1997,51.13
Norway,NOR,1998,50.86
Norway,NOR,1999,52.53
Norway,NOR,2000,50.64
Norway,NOR,2001,51.1
Norway,NOR,2002,54.87
Norway,NOR,2003,53.26
Norway,NOR,2004,51.57
Norway,NOR,2005,51.72
Norway,NOR,2006,52.42
Norway,NOR,2007,52.25
Norway,NOR,2008,50.81
Norway,NOR,2009,51.02
Norway,NOR,2010,50.82
Norway,NOR,2011,51.09
Norway,NOR,2012,49.34
Norway,NOR,2013,47.38
Norway,NOR,2014,46.38
Norway,NOR,2015,45.6
Norway,NOR,2016,45.16
Panama,PAN,1955,3.67
Panama,PAN,1956,4.14
Panama,PAN,1957,5.42
Panama,PAN,1958,4.91
Panama,PAN,1959,3.5
Panama,PAN,1960,3.75
Panama,PAN,1961,5.88
Panama,PAN,1962,4.52
Panama,PAN,1963,4.52
Panama,PAN,1964,4.21
Panama,PAN,1965,5.95
Panama,PAN,1966,5.03
Panama,PAN,1967,4.6
Panama,PAN,1968,4.61
Panama,PAN,1969,4.34
Panama,PAN,1970,5.77
Panama,PAN,1971,5.12
Panama,PAN,1972,6.56
Panama,PAN,1973,5.91
Panama,PAN,1974,6.37
Panama,PAN,1975,6.92
Panama,PAN,1976,6.5
Panama,PAN,1977,7.56
Panama,PAN,1978,7.14
Panama,PAN,1979,8.64
Panama,PAN,1980,9.81
Panama,PAN,1981,7.55
Panama,PAN,1982,8.82
Panama,PAN,1983,9.11
Panama,PAN,1984,9.01
Panama,PAN,1985,8.46
Panama,PAN,1986,10.57
Panama,PAN,1987,8.97
Panama,PAN,1988,9.26
Panama,PAN,1989,9.89
Panama,PAN,1996,9.08
Panama,PAN,1997,8.13
Panama,PAN,1998,9.54
Panama,PAN,1999,9.08
Panama,PAN,2000,8.12
Panama,PAN,2001,8.87
Panama,PAN,2002,9.33
Panama,PAN,2003,10.21
Panama,PAN,2004,9.36
Panama,PAN,2005,9.73
Panama,PAN,2006,10.26
Panama,PAN,2007,10.3
Panama,PAN,2008,11.09
Panama,PAN,2009,8.78
Panama,PAN,2010,9.45
Panama,PAN,2011,9.56
Panama,PAN,2012,9.4
Panama,PAN,2013,9.19
Panama,PAN,2014,9.14
Panama,PAN,2015,9.45
Panama,PAN,2016,8
Panama,PAN,2017,7.63
Panama,PAN,2018,7.69
Panama,PAN,2019,7.95
Paraguay,PRY,2000,8.11
Paraguay,PRY,2001,8.39
Paraguay,PRY,2002,7.69
Paraguay,PRY,2003,9.76
Paraguay,PRY,2004,8.59
Paraguay,PRY,2005,9.33
Paraguay,PRY,2006,9.66
Paraguay,PRY,2007,9.19
Paraguay,PRY,2008,10.35
Paraguay,PRY,2009,11.42
Paraguay,PRY,2010,11.61
Paraguay,PRY,2011,11.36
Paraguay,PRY,2012,10.59
Paraguay,PRY,2013,12.1
Paraguay,PRY,2014,10.96
Paraguay,PRY,2015,12.72
Paraguay,PRY,2016,11.92
Paraguay,PRY,2017,12.91
Paraguay,PRY,2018,12.13
Paraguay,PRY,2019,12.82
Peru,PER,1995,5.06
Peru,PER,1996,5.03
Peru,PER,1997,4.53
Peru,PER,1998,4.97
Peru,PER,1999,2.27
Peru,PER,2000,5.08
Peru,PER,2001,4.45
Peru,PER,2002,4
Peru,PER,2003,4.75
Peru,PER,2004,5.21
Peru,PER,2005,6.05
Peru,PER,2006,5.55
Peru,PER,2007,5.91
Peru,PER,2008,6.53
Peru,PER,2009,6.7
Peru,PER,2010,6.74
Peru,PER,2011,6.59
Peru,PER,2012,6.71
Peru,PER,2013,6.12
Peru,PER,2014,6.39
Peru,PER,2015,6.1
Peru,PER,2016,5.03
Peru,PER,2017,5.62
Peru,PER,2018,6.31
Philippines,PHL,1963,0.42
Philippines,PHL,1964,1.82
Philippines,PHL,1965,2.01
Philippines,PHL,1966,2.09
Philippines,PHL,1967,2.18
Philippines,PHL,1968,2.37
Philippines,PHL,1969,2.29
Philippines,PHL,1992,8.89
Philippines,PHL,1993,8.93
Philippines,PHL,1994,10.14
Philippines,PHL,1995,10.33
Philippines,PHL,1996,11.17
Philippines,PHL,1997,10.33
Philippines,PHL,1998,11.03
Philippines,PHL,1999,11.24
Philippines,PHL,2000,12.19
Philippines,PHL,2001,12.44
Philippines,PHL,2002,12.62
Philippines,PHL,2003,12.39
Philippines,PHL,2006,12.27
Philippines,PHL,2007,12.57
Philippines,PHL,2008,12.65
Philippines,PHL,2009,12.72
Philippines,PHL,2010,12.45
Philippines,PHL,2011,12.38
Philippines,PHL,2014,11.33
Philippines,PHL,2016,11.99
Philippines,PHL,2017,11.53
Philippines,PHL,2018,11.46
Philippines,PHL,2019,11.03
Poland,POL,1959,12.09
Poland,POL,1960,14.54
Poland,POL,1961,16.02
Poland,POL,1962,18.04
Poland,POL,1963,20.84
Poland,POL,1964,23.64
Poland,POL,1965,25.38
Poland,POL,1966,27.89
Poland,POL,1967,30.06
Poland,POL,1968,32.7
Poland,POL,1969,33.27
Poland,POL,1970,35.61
Poland,POL,1971,39.35
Poland,POL,1972,40
Poland,POL,1973,43.73
Poland,POL,1974,44.97
Poland,POL,1975,46.94
Poland,POL,1976,50.26
Poland,POL,1977,50.36
Poland,POL,1978,53.4
Poland,POL,1979,55.23
Poland,POL,1980,58.53
Poland,POL,1981,60.51
Poland,POL,1982,60.75
Poland,POL,1983,65.44
Poland,POL,1984,67.94
Poland,POL,1985,69.55
Poland,POL,1986,70.79
Poland,POL,1987,71.75
Poland,POL,1988,74.68
Poland,POL,1989,75.84
Poland,POL,1990,78.26
Poland,POL,1991,79.71
Poland,POL,1992,78.6
Poland,POL,1993,81.13
Poland,POL,1994,81.28
Poland,POL,1995,83.53
Poland,POL,1996,82.38
Poland,POL,1999,82.93
Poland,POL,2000,86.21
Poland,POL,2001,88.47
Poland,POL,2002,90.32
Poland,POL,2003,88.33
Poland,POL,2004,89.65
Poland,POL,2005,89.71
Poland,POL,2006,90.36
Poland,POL,2007,90.04
Poland,POL,2008,91.7
Poland,POL,2009,88.97
Poland,POL,2010,87.96
Poland,POL,2011,86.78
Poland,POL,2012,87.96
Poland,POL,2013,86.91
Poland,POL,2014,86.14
Poland,POL,2015,88.45
Poland,POL,2016,88.13
Poland,POL,2017,84.44
Poland,POL,2018,85.1
Poland,POL,2019,81.23
Portugal,PRT,1955,6.71
Portugal,PRT,1956,5.93
Portugal,PRT,1957,7.16
Portugal,PRT,1958,6.85
Portugal,PRT,1959,7.71
Portugal,PRT,1960,8.37
Portugal,PRT,1961,8.81
Portugal,PRT,1962,9.3
Portugal,PRT,1963,10.16
Portugal,PRT,1964,10.19
Portugal,PRT,1965,10.91
Portugal,PRT,1966,12.73
Portugal,PRT,1967,11.36
Portugal,PRT,1968,13.28
Portugal,PRT,1969,13.66
Portugal,PRT,1970,15.24
Portugal,PRT,1971,16.76
Portugal,PRT,1972,16.27
Portugal,PRT,1973,17.42
Portugal,PRT,1974,16.94
Portugal,PRT,1975,18.04
Portugal,PRT,1976,18.4
Portugal,PRT,1977,18.6
Portugal,PRT,1978,21.59
Portugal,PRT,1979,23.1
Portugal,PRT,1980,24.85
Portugal,PRT,1981,24.14
Portugal,PRT,1982,25.79
Portugal,PRT,1983,27.28
Portugal,PRT,1984,29.21
Portugal,PRT,1985,32.02
Portugal,PRT,1986,33.07
Portugal,PRT,1987,35.7
Portugal,PRT,1988,34.58
Portugal,PRT,1989,34.29
Portugal,PRT,1990,37.92
Portugal,PRT,1991,38.12
Portugal,PRT,1992,38.74
Portugal,PRT,1993,43.87
Portugal,PRT,1994,42.65
Portugal,PRT,1995,43.51
Portugal,PRT,1996,45.48
Portugal,PRT,1997,45.04
Portugal,PRT,1998,48.07
Portugal,PRT,1999,45.17
Portugal,PRT,2000,47.07
Portugal,PRT,2001,47.19
Portugal,PRT,2002,48.78
Portugal,PRT,2003,51.23
Portugal,PRT,2007,53.21
Portugal,PRT,2008,51.68
Portugal,PRT,2009,53.7
Portugal,PRT,2010,57.53
Portugal,PRT,2011,57.48
Portugal,PRT,2012,57.05
Portugal,PRT,2013,63.35
Portugal,PRT,2014,62.42
Portugal,PRT,2015,61.9
Portugal,PRT,2016,64.19
Portugal,PRT,2017,66.38
Portugal,PRT,2018,67.45
Puerto Rico,PRI,1961,11.05
Puerto Rico,PRI,1962,7.79
Puerto Rico,PRI,1963,8.58
Puerto Rico,PRI,1964,8.94
Puerto Rico,PRI,1965,9.71
Puerto Rico,PRI,1966,10.41
Puerto Rico,PRI,1969,12.41
Puerto Rico,PRI,1970,12.89
Puerto Rico,PRI,1971,14.41
Puerto Rico,PRI,1972,14.51
Puerto Rico,PRI,1973,12.5
Puerto Rico,PRI,1974,15.37
Puerto Rico,PRI,1975,15.99
Puerto Rico,PRI,1976,14.38
Puerto Rico,PRI,1977,14.43
Puerto Rico,PRI,1979,14.57
Puerto Rico,PRI,1980,13.62
Puerto Rico,PRI,1981,15
Puerto Rico,PRI,1982,17.7
Puerto Rico,PRI,1983,15.74
Puerto Rico,PRI,1984,17.19
Puerto Rico,PRI,1985,17.59
Puerto Rico,PRI,1986,20.29
Puerto Rico,PRI,1987,16.47
Puerto Rico,PRI,1988,19.43
Puerto Rico,PRI,1989,21.72
Puerto Rico,PRI,1990,19.56
Puerto Rico,PRI,1991,22.49
Puerto Rico,PRI,1992,21.69
Puerto Rico,PRI,1993,23.79
Puerto Rico,PRI,1994,22.64
Puerto Rico,PRI,1995,22.8
Puerto Rico,PRI,1996,22.87
Puerto Rico,PRI,1997,19.79
Puerto Rico,PRI,1998,23.39
Puerto Rico,PRI,1999,22.44
Puerto Rico,PRI,2000,22.62
Puerto Rico,PRI,2001,22.63
Puerto Rico,PRI,2002,20.07
Puerto Rico,PRI,2003,21.56
Puerto Rico,PRI,2004,21.24
Puerto Rico,PRI,2005,19.3
Puerto Rico,PRI,2006,22.04
Puerto Rico,PRI,2007,21.85
Puerto Rico,PRI,2008,21.37
Puerto Rico,PRI,2009,24.15
Puerto Rico,PRI,2010,23.91
Puerto Rico,PRI,2011,23.17
Puerto Rico,PRI,2012,23.1
Puerto Rico,PRI,2013,22.91
Puerto Rico,PRI,2014,24.9
Puerto Rico,PRI,2015,23.24
Puerto Rico,PRI,2016,20.6
Puerto Rico,PRI,2017,23.74
Reunion,REU,2001,24.88
Reunion,REU,2002,26.87
Reunion,REU,2003,34.37
Reunion,REU,2004,25.01
Reunion,REU,2005,31.15
Reunion,REU,2006,29.83
Reunion,REU,2007,27.34
Reunion,REU,2008,37.75
Reunion,REU,2009,33.78
Reunion,REU,2010,32.83
Reunion,REU,2011,31.82
Reunion,REU,2012,34.3
Reunion,REU,2013,32.81
Reunion,REU,2014,36.88
Reunion,REU,2015,37.07
Reunion,REU,2016,33.95
Romania,ROU,1959,18.15
Romania,ROU,1960,19.23
Romania,ROU,1961,23.8
Romania,ROU,1962,24.66
Romania,ROU,1963,25.49
Romania,ROU,1964,26.65
Romania,ROU,1965,28.44
Romania,ROU,1966,28.84
Romania,ROU,1967,27.88
Romania,ROU,1968,29.12
Romania,ROU,1969,29.4
Romania,ROU,1970,29.36
Romania,ROU,1971,30.75
Romania,ROU,1972,30.88
Romania,ROU,1973,31.26
Romania,ROU,1974,32.12
Romania,ROU,1975,32.94
Romania,ROU,1976,34.58
Romania,ROU,1977,34.5
Romania,ROU,1978,35.82
Romania,ROU,1980,37.35
Romania,ROU,1981,36.66
Romania,ROU,1982,37.27
Romania,ROU,1983,38.12
Romania,ROU,1984,39.72
Romania,ROU,1985,42.02
Romania,ROU,1986,44.79
Romania,ROU,1987,45.2
Romania,ROU,1988,47.62
Romania,ROU,1989,46.91
Romania,ROU,1990,47.14
Romania,ROU,1991,48.94
Romania,ROU,1992,53.62
Romania,ROU,1993,55.08
Romania,ROU,1994,57.61
Romania,ROU,1995,58.75
Romania,ROU,1996,58.22
Romania,ROU,1997,59.74
Romania,ROU,1998,60.82
Romania,ROU,1999,59.29
Romania,ROU,2000,63.44
Romania,ROU,2001,64.44
Romania,ROU,2002,66.43
Romania,ROU,2003,65.84
Romania,ROU,2004,66.72
Romania,ROU,2005,69.45
Romania,ROU,2006,68.83
Romania,ROU,2007,69.66
Romania,ROU,2008,71.87
Romania,ROU,2009,73.81
Romania,ROU,2010,73.84
Romania,ROU,2011,74.46
Romania,ROU,2012,79.89
Romania,ROU,2013,79.79
Romania,ROU,2014,82.24
Romania,ROU,2015,83.24
Romania,ROU,2016,82.18
Romania,ROU,2017,81.88
Romania,ROU,2018,80.31
Romania,ROU,2019,77.5
Russia,RUS,1980,54.58
Russia,RUS,1981,56.52
Russia,RUS,1982,58.74
Russia,RUS,1983,61.14
Russia,RUS,1984,62.61
Russia,RUS,1985,64.98
Russia,RUS,1986,68.24
Russia,RUS,1987,70.01
Russia,RUS,1988,72.83
Russia,RUS,1989,74.72
Russia,RUS,1990,76.45
Russia,RUS,1991,78.56
Russia,RUS,1992,79.72
Russia,RUS,1993,82.22
Russia,RUS,1994,81.26
Russia,RUS,1995,78.57
Russia,RUS,1996,75.8
Russia,RUS,1997,76.04
Russia,RUS,1998,74.98
Russia,RUS,1999,74.44
Russia,RUS,2000,74.01
Russia,RUS,2001,71.71
Russia,RUS,2002,71.33
Russia,RUS,2003,68.86
Russia,RUS,2004,67.8
Russia,RUS,2005,66.93
Russia,RUS,2006,66.02
Russia,RUS,2007,66.07
Russia,RUS,2008,65.09
Russia,RUS,2009,65.06
Russia,RUS,2010,64.49
Russia,RUS,2011,63.17
Russia,RUS,2012,61.97
Russia,RUS,2013,61.89
Russia,RUS,2014,61.1
Russia,RUS,2015,61.69
Russia,RUS,2016,62.61
Russia,RUS,2017,60.24
Russia,RUS,2018,60.58
Russia,RUS,2019,59.2
Saint Lucia,LCA,1968,2.06
Saint Lucia,LCA,1972,0
Saint Lucia,LCA,1973,5.79
Saint Lucia,LCA,1975,7.84
Saint Lucia,LCA,1976,1.92
Saint Lucia,LCA,1977,3.53
Saint Lucia,LCA,1979,0
Saint Lucia,LCA,1980,1.76
Saint Lucia,LCA,1981,3.42
Saint Lucia,LCA,1983,6.35
Saint Lucia,LCA,1986,1.6
Saint Lucia,LCA,1987,11.02
Saint Lucia,LCA,1988,4.66
Saint Lucia,LCA,1989,6
Saint Lucia,LCA,1990,10.32
Saint Lucia,LCA,1991,11.63
Saint Lucia,LCA,1992,10.06
Saint Lucia,LCA,1993,8.52
Saint Lucia,LCA,1994,4.21
Saint Lucia,LCA,1995,6.94
Saint Lucia,LCA,1996,6.85
Saint Lucia,LCA,1997,8.11
Saint Lucia,LCA,1998,10.66
Saint Lucia,LCA,1999,14.47
Saint Lucia,LCA,2000,5.2
Saint Lucia,LCA,2001,6.45
Saint Lucia,LCA,2002,5.12
Saint Lucia,LCA,2003,8.89
Saint Lucia,LCA,2004,13.86
Saint Lucia,LCA,2005,17.47
Saint Lucia,LCA,2006,8.63
Saint Lucia,LCA,2008,16.76
Saint Lucia,LCA,2009,12.99
Saint Lucia,LCA,2010,16.34
Saint Lucia,LCA,2011,8.1
Saint Lucia,LCA,2012,11.5
Saint Lucia,LCA,2013,16.02
Saint Lucia,LCA,2014,13.67
Saint Lucia,LCA,2015,18.14
Saint Vincent and the Grenadines,VCT,1970,9.69
Saint Vincent and the Grenadines,VCT,1971,2.39
Saint Vincent and the Grenadines,VCT,1972,2.13
Saint Vincent and the Grenadines,VCT,1974,2.22
Saint Vincent and the Grenadines,VCT,1977,6.4
Saint Vincent and the Grenadines,VCT,1978,2.22
Saint Vincent and the Grenadines,VCT,1979,8.31
Saint Vincent and the Grenadines,VCT,1982,0
Saint Vincent and the Grenadines,VCT,1983,3.98
Saint Vincent and the Grenadines,VCT,1984,5.92
Saint Vincent and the Grenadines,VCT,1985,3.92
Saint Vincent and the Grenadines,VCT,1986,13.57
Saint Vincent and the Grenadines,VCT,1987,1.92
Saint Vincent and the Grenadines,VCT,1990,11.23
Saint Vincent and the Grenadines,VCT,1995,9.24
Saint Vincent and the Grenadines,VCT,1996,1.85
Saint Vincent and the Grenadines,VCT,1997,3.69
Saint Vincent and the Grenadines,VCT,1998,14.76
Saint Vincent and the Grenadines,VCT,1999,12.91
Saint Vincent and the Grenadines,VCT,2000,5.52
Saint Vincent and the Grenadines,VCT,2001,12.87
Saint Vincent and the Grenadines,VCT,2002,5.5
Saint Vincent and the Grenadines,VCT,2003,12.81
Saint Vincent and the Grenadines,VCT,2004,5.48
Saint Vincent and the Grenadines,VCT,2005,5.47
Saint Vincent and the Grenadines,VCT,2006,12.74
Saint Vincent and the Grenadines,VCT,2007,7.28
Saint Vincent and the Grenadines,VCT,2008,3.64
Saint Vincent and the Grenadines,VCT,2009,10.9
Saint Vincent and the Grenadines,VCT,2010,10.89
Saint Vincent and the Grenadines,VCT,2011,3.62
Saint Vincent and the Grenadines,VCT,2012,9.05
Saint Vincent and the Grenadines,VCT,2013,16.26
Saint Vincent and the Grenadines,VCT,2014,1.8
Saint Vincent and the Grenadines,VCT,2015,12.59
Saint Vincent and the Grenadines,VCT,2016,5.39
Saint Vincent and the Grenadines,VCT,2017,8.95
Sao Tome and Principe,STP,1984,3.72
Sao Tome and Principe,STP,1985,11.17
Sao Tome and Principe,STP,1987,3.58
Serbia,SRB,1998,82.11
Serbia,SRB,1999,81.65
Serbia,SRB,2000,86.19
Serbia,SRB,2001,85.32
Serbia,SRB,2002,89.41
Serbia,SRB,2003,90.6
Serbia,SRB,2004,94.26
Serbia,SRB,2005,97.35
Serbia,SRB,2006,103.03
Serbia,SRB,2007,102.7
Serbia,SRB,2008,105.77
Serbia,SRB,2009,105.39
Serbia,SRB,2010,107.66
Serbia,SRB,2011,104.15
Serbia,SRB,2012,106.71
Serbia,SRB,2013,109.13
Serbia,SRB,2014,109.37
Serbia,SRB,2015,110.41
Serbia,SRB,2016,112.32
Serbia,SRB,2017,108.22
Serbia,SRB,2018,110.86
Serbia,SRB,2019,107.28
Serbia,SRB,2020,101.39
Seychelles,SYC,1985,36.92
Seychelles,SYC,1986,30.67
Seychelles,SYC,1987,30.21
Seychelles,SYC,2001,9.75
Seychelles,SYC,2002,14.35
Seychelles,SYC,2003,11.72
Seychelles,SYC,2004,29.87
Seychelles,SYC,2005,18.06
Seychelles,SYC,2006,20.01
Seychelles,SYC,2007,21.94
Seychelles,SYC,2008,21.68
Seychelles,SYC,2009,15.01
Seychelles,SYC,2010,8.49
Seychelles,SYC,2011,11.59
Seychelles,SYC,2012,11.54
Seychelles,SYC,2013,15.65
Seychelles,SYC,2014,15.46
Seychelles,SYC,2015,16.37
Seychelles,SYC,2016,10.16
Seychelles,SYC,2017,32.3
Seychelles,SYC,2019,16.11
Singapore,SGP,1963,15.82
Singapore,SGP,1964,15.24
Singapore,SGP,1965,15.1
Singapore,SGP,1966,13.86
Singapore,SGP,1967,15.92
Singapore,SGP,1968,17.5
Singapore,SGP,1969,16.52
Singapore,SGP,1970,20.71
Singapore,SGP,1971,22.97
Singapore,SGP,1972,23.77
Singapore,SGP,1973,23.37
Singapore,SGP,1974,25.95
Singapore,SGP,1975,27.61
Singapore,SGP,1976,30.55
Singapore,SGP,1977,31.95
Singapore,SGP,1978,31.53
Singapore,SGP,1979,37.71
Singapore,SGP,1980,35.64
Singapore,SGP,1981,36.83
Singapore,SGP,1982,36.1
Singapore,SGP,1983,38.89
Singapore,SGP,1984,37.4
Singapore,SGP,1985,38.07
Singapore,SGP,1986,36.15
Singapore,SGP,1987,42.7
Singapore,SGP,1988,34.86
Singapore,SGP,1989,43.24
Singapore,SGP,1990,37.87
Singapore,SGP,1991,40.59
Singapore,SGP,1992,38.64
Singapore,SGP,1993,35.38
Singapore,SGP,1994,37.47
Singapore,SGP,1995,38.38
Singapore,SGP,1996,38.9
Singapore,SGP,1997,38.7
Singapore,SGP,1998,41.15
Singapore,SGP,1999,42.11
Singapore,SGP,2000,39.27
Singapore,SGP,2001,37.98
Singapore,SGP,2002,38.47
Singapore,SGP,2003,36.44
Singapore,SGP,2004,40.45
Singapore,SGP,2005,38.68
Singapore,SGP,2006,38.99
Singapore,SGP,2007,38.58
Singapore,SGP,2008,42.26
Singapore,SGP,2009,40.11
Singapore,SGP,2010,38.31
Singapore,SGP,2011,38.75
Singapore,SGP,2012,41.17
Singapore,SGP,2013,42.56
Singapore,SGP,2014,43.52
Singapore,SGP,2015,43.1
Singapore,SGP,2016,41.41
Singapore,SGP,2017,41.37
Singapore,SGP,2018,42.64
Singapore,SGP,2019,37.68
Singapore,SGP,2020,42.17
Slovakia,SVK,1992,72.38
Slovakia,SVK,1993,72.84
Slovakia,SVK,1994,69.44
Slovakia,SVK,1995,74.23
Slovakia,SVK,1996,70.06
Slovakia,SVK,1997,69.61
Slovakia,SVK,1998,72.62
Slovakia,SVK,1999,69.47
Slovakia,SVK,2000,71.87
Slovakia,SVK,2001,67.59
Slovakia,SVK,2002,64.64
Slovakia,SVK,2003,62.2
Slovakia,SVK,2004,63.43
Slovakia,SVK,2005,65.59
Slovakia,SVK,2006,62.21
Slovakia,SVK,2007,61.58
Slovakia,SVK,2008,61.56
Slovakia,SVK,2009,60.45
Slovakia,SVK,2010,60.15
Slovakia,SVK,2012,63.75
Slovakia,SVK,2013,63.85
Slovakia,SVK,2014,60.86
Slovakia,SVK,2016,62.14
Slovakia,SVK,2017,61.49
Slovakia,SVK,2018,63.07
Slovakia,SVK,2019,56.02
Slovenia,SVN,1985,64.59
Slovenia,SVN,1986,62.49
